what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354258889406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354258890000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354258892062
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354259075046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354259076203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354259889671
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354259892843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354259897750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260077453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260081828
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354260196171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260196218
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354260196234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260199578
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354260920593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260920593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260921015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260930515
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260933468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260938140
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354260939265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260941500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260957250
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354260967875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260967921
error,log,,,"The system console model is invalid. Cannot launch.",1354260994843
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354260998140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261009109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261009156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261009156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261011125
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1354261011140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261013546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261026250
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354261030906
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261033406
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261033875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261141468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261142437
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261146343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261149734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261151625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261151875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261153578
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261153593
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354261165265
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261170390
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261174234
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261175968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261187343
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261190515
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261190546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261196546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261197093
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261198484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261200531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261208125
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261208125
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261209515
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1354261223687
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1354261233296
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354261235828
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354261236734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261241781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261269734
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354261277718
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261277734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261277781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261309375
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354261309375
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261328343
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261332000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1354261333937
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354261335734
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354261336500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261338578
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354261361937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261366406
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261370125
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354261374015
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261378531
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354261389234
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261410562
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261420171
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261449625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261456468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261465343
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261465359
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354261466046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261468687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261477718
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354261485281
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261485328
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261504421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261516546
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354261516546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261524484
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261535765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261535781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261571593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261670359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261674343
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261807015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261842718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261845203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261845500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261845515
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261847343
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261851687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261855218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261862234
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354261863375
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354261867515
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261868218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261871593
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261871609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261882109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261888703
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354261892843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354261908921
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354261919578
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261919906
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261919968
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261922562
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354261927562
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354261928937
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354261940390
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261943625
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354261944687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261946281
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354261991609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354261991640
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354261991640
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1354261997015
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1354261997171
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1354261997187
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354261997203
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1354261999015
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354261999953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354262007656
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354262011125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354262012359
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354262016250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354262017484
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354262018984
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354262019718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262020937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262040406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262040937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262048359
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354262059515
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354262061625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262064359
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354262080734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262082140
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354262082906
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354262102109
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262102640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262113125
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354262113125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262126125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262130453
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354262130687
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354262192718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354262227968
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354262228687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262231921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262247187
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354262254140
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354262254171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262254250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262255781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262258312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262259281
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354262267390
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354262268171
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354262270437
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354262281890
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354262282984
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354262313953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262322953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262334703
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354262334718
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354262335765
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354262339062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262339578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262341296
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354262374859
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354262377359
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354262380093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262382578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262391218
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354262400250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262400250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262400296
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354262400328
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354262421187
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354262432078
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354262434093
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354262457656
