what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174188906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174190281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174205390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174205703
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174270078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174270718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174352265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174353531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174399250
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354174400781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174403187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174407437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174407750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174421078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174422000
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174573000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174574968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174863250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174863593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174865406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174866562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174883671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174884359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174913375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174913453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174915406
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354174916500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174919375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174931796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354174936750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175023796
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354175027250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175030984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175034234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175034906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175387000
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354175388109
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175390328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175398062
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354175402656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175402671
error,log,,,"The system console model is invalid. Cannot launch.",1354175419375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175423859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175437406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175439890
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1354175439906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175456359
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354175456796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354175457421
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354175457437
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354175457625
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354175464921
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354175479406
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354175508140
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354175536546
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354175549093
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354175562703
