what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354263486015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354263507250
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354263509312
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354263510390
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354263522625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263526546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263542859
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354263731187
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354263737546
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354263739109
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354263740515
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354263746437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354263749390
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354263750031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263752406
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354263782468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263782562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263782843
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263784968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263785781
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354263803375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263816031
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354263816031
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354263834765
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354263853531
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354263914062
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354263918359
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354263920328
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354263921546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263923625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263945312
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354263953109
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263953109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263953187
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354263954828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354263960890
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354263962140
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354263962500
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354263972953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263976718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354263980500
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354263980531
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1354264028093
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354264028890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354264031453
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354264056359
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354264074734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354264087203
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354264087203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354264092281
