what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354254946406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254957015
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --sidp=0x9200080, --id=0x0, --timestamp=1354252525] return code: 8",1354254958296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254964312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254965390
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --sidp=0x9200080, --id=0x0, --timestamp=1354252525, /cygdrive/d/SVN/DE2_115_CYPRESS/DEV/peli/DE2_115_NIOS_HOST_MOUSE_VGA/software/DE2_115_NIOS_HOST_MOUSE_VGA/DE2_115_NIOS_HOST_MOUSE_VGA.elf] return code: 2, no processors found",1354254972656
error,log,,,"Downloading ELF Process failed",1354254972656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254981625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254982718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254982812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254991843
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354254994859
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1354254994875
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354254995421
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354255007750
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354255009562
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354255012109
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354255037031
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354255052531
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354255054734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354255061578
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1354255067406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354255067453
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354255080968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354255092484
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1354255092484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354255092765
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1354255109078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354255230437
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354255231484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354255250609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354255265812
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354255268234
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354255269734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354255287296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354255318562
